ISIN,TckrSymb,COMPANYNAME,NSE:
INE980O01024,JYOTICNC,Jyoti CNC Automation Limited,NSE:JYOTICNC
INE0GEN01012,SWANAGRO,New Swan Multitech Limited,NSE:SWANAGRO
INE0QIS01011,SHREE,Shree Marutinandan Tubes Limit,NSE:SHREE
INE456Z01021,MEDIASSIST,Medi Assist Healthcare Service,NSE:MEDIASSIST
INF0R8F01034,LIQUIDCASE,Zerodha Mutual Fund,NSE:LIQUIDCASE
INE07G501017,SHPLPUNE,Sayaji Hotels (Pune) Limited,NSE:SHPLPUNE
INE0Q1R01012,QLL,Qualitek Labs Limited,NSE:QLL
INF0QA701722,NIFTYBETF,Bajaj Finserv Mutual Fund,NSE:NIFTYBETF
INF0QA701714,BANKBETF,Bajaj Finserv Mutual Fund,NSE:BANKBETF
INE0G5901015,EPACK,EPACK Durable Limited,NSE:EPACK
INE02H701025,NOVAAGRI,Nova Agritech Limited,NSE:NOVAAGRI
INE0OLZ01015,HARSHDEEP,HARSHDEEP HORTICO LIMITED,NSE:HARSHDEEP
INE0R5Z01015,MCFL,Mayank Cattle Food Limited,NSE:MCFL
INE0NLT01010,BLSE,BLS E-Services Limited,NSE:BLSE
INE0QZF01012,GPSL,Gabriel Pet Straps Limited,NSE:GPSL
INF740KA1UF4,HEALTHADD,DSP Mutual Fund,NSE:HEALTHADD
INF179KC1HW4,HDFCPSUBK,HDFC Mutual Fund,NSE:HDFCPSUBK
INE988S01028,PARKHOTELS,Apeejay Surrendra Park Hotels,NSE:PARKHOTELS
INE0QXV01014,JGTL,JASCH GAUGING TECHNOLOGIES LIM,NSE:JGTL
INE0KGZ01021,SIGNPOST,Signpost India Limited,NSE:SIGNPOST
INE953L01027,JSFB,JANA SMALL FINANCE BANK LIMITE,NSE:JSFB
INE0J1F01024,RPTECH,Rashi Peripherals Limited,NSE:RPTECH
INE646H01017,CAPITALSFB,Capital Small Finance Bank Ltd,NSE:CAPITALSFB
INE0OYK01010,RUDRAGAS,Rudra Gas Enterprise Limited,NSE:RUDRAGAS
INE010601016,ENTERO,Entero Healthcare Solutions Li,NSE:ENTERO
INF767K01RN1,LICNMID100,LIC Mutual Fund,NSE:LICNMID100
INE0QTF01015,VSTL,VIBHOR STEEL TUBES LIMITED,NSE:VSTL
INE696F01016,JUNIPER,Juniper Hotels Limited,NSE:JUNIPER
INF769K01LC3,SMALLCAP,Mirae Asset Mutual Fund,NSE:SMALLCAP
INE486R01017,GPTHEALTH,GPT Healthcare Limited,NSE:GPTHEALTH
INF0R8F01042,GOLDCASE,Zerodha Mutual Fund,NSE:GOLDCASE
INE777F01014,EXICOM,EXICOM TELE-SYSTEMS LIMITED,NSE:EXICOM
INE0PT501018,PLATIND,Platinum Industries Limited,NSE:PLATIND
INE0CG401037,MUKKA,Mukka Proteins Limited,NSE:MUKKA
INE0NQ801033,RKSWAMY,R K Swamy Limited,NSE:RKSWAMY
INE0NHL23019,INDUSINVIT,Indus Infra Trust,NSE:INDUSINVIT
INE0MB501011,JGCHEM,J.G.Chemicals Limited,NSE:JGCHEM
INE0L9R01028,GOPAL,Gopal Snacks Limited,NSE:GOPAL
INE510U01018,PESB,Pune E - Stock Broking Limited,NSE:PESB
INE0PB301013,SCILAL,Shipping Corporation of India,NSE:SCILAL
INE0QQG01019,ROYAL,Royal Sense Limited,NSE:ROYAL
INE772T01024,PVSL,Popular Vehicles and Services,NSE:PVSL
INE0QN801017,KRYSTAL,KRYSTAL INTEGRATED SERVICES LI,NSE:KRYSTAL
INE0QVH01025,KPGEL,KP GREEN ENGINEERING LIMITED,NSE:KPGEL
INE0AH901011,CHATHA,CHATHA FOODS LIMITED,NSE:CHATHA
INE0QHY01011,GCONNECT,Gconnect Logitech and Supply C,NSE:GCONNECT
INE0OMZ01013,VRUDDHI,Vruddhi Engineering Works Limi,NSE:VRUDDHI
INE0R6Z01013,SRM,SRM CONTRACTORS LIMITED,NSE:SRM
INF740KA1UM0,LIQUIDADD,DSP BSE Liquid Rate ETF,NSE:LIQUIDADD
INE0MSS01019,JAYKAILASH,Jay Kailash Namkeen Limited,NSE:JAYKAILASH
INE266Y01019,DPABHUSHAN,D P ABHUSHAN LIMITED,NSE:DPABHUSHAN
INE343G01021,BHARTIHEXA,Bharti Hexacom Limited,NSE:BHARTIHEXA
INE0S0701019,GVL,Greenhitech Ventures Limited,NSE:GVL
INE0SDC01012,EMMFORCE,EMMFORCE AUTOTECH LIMITED,NSE:EMMFORCE
INE0OAF01028,JNKINDIA,JNK India Limited,NSE:JNKINDIA
INE0R6801013,VARYAA,VARYAA CREATIONS LIMITED,NSE:VARYAA
INE0QSB01016,AMKAY,Amkay Products Limited,NSE:AMKAY
INE0RGM01016,STAL,Storage Technologies and Autom,NSE:STAL
INE065X01017,INDGN,Indegene Limited,NSE:INDGN
INE0QOQ01013,FTL,Finelistings Technologies Limi,NSE:FTL
INE673O01025,TBOTEK,TBO TEK LIMITED,NSE:TBOTEK
INE0SMU01015,TGIF,TGIF AGRIBUSINESS LIMITED,NSE:TGIF
INE883F01010,AADHARHFC,Aadhar Housing Finance Limited,NSE:AADHARHFC
INE03JT01014,GODIGIT,Go Digit General Insurance Lim,NSE:GODIGIT
INF769K01LJ8,MIDSMALL,Mirae Asset Mutual Fund,NSE:MIDSMALL
INE108V01019,AWFIS,Awfis Space Solutions Limited,NSE:AWFIS
INF0QA701854,LIQUIDBETF,Bajaj Finserv Mutual Fund,NSE:LIQUIDBETF
INE0RIQ01013,ASSOCIATED,Associated Coaters Limited,NSE:ASSOCIATED
INE02L001032,BOROSCI,Borosil Scientific Limited,NSE:BOROSCI
INE257C01014,ADTECH,ADTECH SYSTEMS LIMITED,NSE:ADTECH
INE0TT901016,TOTEM,Forbes Precision Tools and Mac,NSE:TOTEM
INE0ATZ01017,KRONOX,KRONOX LAB SCIENCES LIMITED,NSE:KRONOX
INE0QUV01010,SATTRIX,SATTRIX INFORMATION SECURITY L,NSE:SATTRIX
INE0CYK01015,PURPLEFIN,Purple Finance Limited,NSE:PURPLEFIN
INE0HV901016,IXIGO,Le Travenues Technology Limite,NSE:IXIGO
INF0R8F01059,MID150CASE,Zerodha Mutual Fund,NSE:MID150CASE
INF0R8F01067,TOP100CASE,Zerodha Mutual Fund,NSE:TOP100CASE
INE03DD01011,RETAIL,JHS SVENDGAARD RETAIL VENTURES,NSE:RETAIL
INE841L01016,DEEDEV,DEE DEVELOPMENT ENGINEERS LIMI,NSE:DEEDEV
INE0RUJ01013,GEMENVIRO,GEM Enviro Management Limited,NSE:GEMENVIRO
INE916Y01027,AFIL,Akme Fintrade (India) Limited,NSE:AFIL
INE0S6R01027,DFPL,DINDIGUL FARM PRODUCT LIMITED,NSE:DFPL
INE01A001028,STANLEY,STANLEY LIFESTYLES LIMITED,NSE:STANLEY
INE552Z01027,ABDL,Allied Blenders and Distillers,NSE:ABDL
INE0S2V01010,VRAJ,VRAJ IRON AND STEEL LIMITED,NSE:VRAJ
INE0PO601011,NPL,National Peroxide Limited,NSE:NPL
INF200KB1217,SBISILVER,SBI Mutual Fund,NSE:SBISILVER
INE375Y01018,RELIABLE,Reliable Data Services Limited,NSE:RELIABLE
INE0B9K01025,BANSALWIRE,Bansal Wire Industries Limited,NSE:BANSALWIRE
INE168P01015,EMCURE,Emcure Pharmaceuticals Limited,NSE:EMCURE
INF769K01LQ3,EVINDIA,Mirae Asset Mutual Fund,NSE:EVINDIA
INE0T3401029,ACLD,AELEA COMMODITIES LIMITED,NSE:ACLD
INE0UK501010,THREEMPAPE,THREE M PAPER BOARDS LIMITED,NSE:THREEMPAPE
INF200KB1282,SBINEQWETF,SBI Mutual Fund,NSE:SBINEQWETF
INF109KC18W3,OILIETF,ICICI Prudential Mutual Fund,NSE:OILIETF
INE08NE01025,SANSTAR,SANSTAR LIMITED,NSE:SANSTAR
INF209KB19Z4,ABSLPSE,Aditya Birla Sun Life Mutual F,NSE:ABSLPSE
INE0MNP01016,VVIPIL,VVIP Infratech Limited,NSE:VVIPIL
INE0RMR01013,KIZI,Kizi Apparels Limited,NSE:KIZI
INE09XN01023,AKUMS,Akums Drugs and Pharmaceutical,NSE:AKUMS
INE0AG901020,CEIGALL,Ceigall India Limited,NSE:CEIGALL
INE0OXY01013,AFCOM,Afcom Holdings Limited,NSE:AFCOM
INE0LXG01040,OLAELEC,Ola Electric Mobility Limited,NSE:OLAELEC
INE02RE01045,FIRSTCRY,Brainbees Solutions Limited,NSE:FIRSTCRY
INE00U401027,UNIECOM,UNICOMMERCE ESOLUTIONS LIMITED,NSE:UNIECOM
INF109KC19W1,METALIETF,ICICI Prudential Mutual Fund,NSE:METALIETF
INE0PQ101010,SSDL,SARASWATI SAREE DEPOT LIMITED,NSE:SSDL
INE0SFZ01018,BROACH,BROACH LIFECARE HOSPITAL LIMIT,NSE:BROACH
INE00M901018,INTERARCH,Interarch Building Solutions L,NSE:INTERARCH
INE0US801024,MFML,Mahalaxmi Fabric Mills Limited,NSE:MFML
INE0URU01010,GLOBALE,Globale Tessile Limited,NSE:GLOBALE
INE0PPK01015,ORIENTTECH,Orient Technologies Limited,NSE:ORIENTTECH
INE0QA901010,RAPID,RAPID MULTIMODAL LOGISTICS LIM,NSE:RAPID
INE0BS701011,PREMIERENE,Premier Energies Limited,NSE:PREMIERENE
INE06HJ01020,ECOSMOBLTY,ECOS (India) Mobility & Hospit,NSE:ECOSMOBLTY
INE02ID01020,RAYMONDLSL,Raymond Lifestyle Limited,NSE:RAYMONDLSL
INF769K01LX9,MULTICAP,Mirae Asset Mutual Fund,NSE:MULTICAP
INE01FR01028,STYLEBAAZA,Baazar Style Retail Limited,NSE:STYLEBAAZA
INE0RE001014,GALAPREC,Gala Precision Engineering Lim,NSE:GALAPREC
INE0DAB01012,RVTH,Revathi Equipment India Limite,NSE:RVTH
INF740KA1UR9,TOP10ADD,DSP Mutual Fund,NSE:TOP10ADD
INE0UYT01018,MCEL,MACH CONFERENCES AND EVENTS LI,NSE:MCEL
INE0S2G01011,BALAJEE,SHREE TIRUPATI BALAJEE AGRO TR,NSE:BALAJEE
INE0UOS01011,SANOFICONR,Sanofi Consumer Healthcare Ind,NSE:SANOFICONR
INE0LY301010,SSL,Share Samadhan Limited,NSE:SSL
INE377Y01014,BAJAJHFL,Bajaj Housing Finance Limited,NSE:BAJAJHFL
INE0O6601022,KROSS,Kross Limited,NSE:KROSS
INE0RWQ01014,TOLINS,Tolins Tyres Limited,NSE:TOLINS
INE953R01016,PNGJL,P N GADGIL JEWELLERS LIMITED,NSE:PNGJL
INE0Q3401017,SAFE,Sodhani Academy of Fintech Ena,NSE:SAFE
INE0CJF01024,WCIL,Western Carriers (India) Limit,NSE:WCIL
INE0PZB01013,PFL,POPULAR FOUNDATIONS LIMITED,NSE:PFL
INE850M01015,NORTHARC,Northern Arc Capital Ltd.,NSE:NORTHARC
INE0QRL01017,ARKADE,ARKADE DEVELOPERS LIMITED,NSE:ARKADE
INE939X01013,MANBA,Manba Finance Limited,NSE:MANBA
INE0Q3J01015,KRN,KRN HEAT EXCHANGER AND REFRIGE,NSE:KRN
INE184O01015,DIFFNKG,Diffusion Engineers Limited,NSE:DIFFNKG
INE0QUL01011,NEXXUS,Nexxus Petro Industries Limite,NSE:NEXXUS
INF769K01LZ4,BANKPSU,Mirae Asset Mutual Fund,NSE:BANKPSU
INE0U6201010,SUBAM,SUBAM PAPERS LIMITED,NSE:SUBAM
INF769K01LY7,METAL,Mirae Asset Mutual Fund,NSE:METAL
INE471R01019,NPFL,NEOPOLITAN PIZZA AND FOODS LIM,NSE:NPFL
INE0S9501014,KGVL,Khyati Global Ventures Limited,NSE:KGVL
INE0JVO01026,GARUDA,Garuda Construction and Engine,NSE:GARUDA
INE0YRO01015,SHIVTEXCHEM,SHIV TEXCHEM LIMITED,NSE:SHIVTEXCHEM
INE0APB01032,MGEL,MANGALAM GLOBAL ENTERPRISE LIM,NSE:MGEL
INE0V6F01027,HYUNDAI,HYUNDAI MOTOR INDIA LIMITED,NSE:HYUNDAI
INF109KC16X5,VAL30IETF,ICICI Prudential Mutual Fund,NSE:VAL30IETF
INE0OPA01019,DBEIL,Deepak Builders and Engineers,NSE:DBEIL
INE377N01017,WAAREEENER,Waaree Energies Limited,NSE:WAAREEENER
INE0PK601023,OCCLLTD,OCCL Limited,NSE:OCCLLTD
INE497S01012,GODAVARIB,Godavari Biorefineries Limited,NSE:GODAVARIB
INE101I01011,AFCONS,Afcons Infrastructure Limited,NSE:AFCONS
INE00YB01017,ABINFRA,A B INFRABUILD LIMITED,NSE:ABINFRA
INE0W2G01015,SAGILITY,Sagility India Limited,NSE:SAGILITY
INE622W01025,ACMESOLAR,ACME Solar Holdings Limited,NSE:ACMESOLAR
INF769K01MY5,LIQUIDPLUS,Mirae Asset Mutual Fund,NSE:LIQUIDPLUS
INE00H001014,SWIGGY,SWIGGY LIMITED,NSE:SWIGGY
INE995S01015,NIVABUPA,NIVA BUPA HEALTH INSURANCE COM,NSE:NIVABUPA
INE0RU901015,MANGALCOMP,Mangal Compusolution Limited,NSE:MANGALCOMP
INE0UIZ01018,BLACKBUCK,ZINKA LOGISTICS SOLUTIONS LIMI,NSE:BLACKBUCK
INE0ONG01011,NTPCGREEN,NTPC GREEN ENERGY LIMITED,NSE:NTPCGREEN
INE0LLY01014,EIEL,ENVIRO INFRA ENGINEERS LIMITED,NSE:EIEL
INE0VN801010,RAJESH,RAJESH POWER SERVICES LIMITED,NSE:RAJESH
INE013P01021,ONESOURCE,Onesource Specialty Pharma Lim,NSE:ONESOURCE
INE877V01027,SURAKSHA,SURAKSHA DIAGNOSTIC LIMITED,NSE:SURAKSHA
INE0OJW01016,ROSSTECH,Rossell Techsys Limited,NSE:ROSSTECH
INE19RO25013,PSPLATINA,Property Share Investment Trus,NSE:PSPLATINA
INE0DQN01013,NISUS,NISUS FINANCE SERVICES CO LIMI,NSE:NISUS
INE054301028,ODIGMA,Odigma Consultancy Solutions L,NSE:ODIGMA
INE403Y01018,INNOVANA,Innovana Thinklabs Limited,NSE:INNOVANA
INE0XAY01012,TTC,TOSS THE COIN LIMITED,NSE:TTC
INE0WCH01015,JUNGLECAMP,JUNGLE CAMPS INDIA LIMITED,NSE:JUNGLECAMP
INE0HLU01028,MOBIKWIK,One Mobikwik Systems Limited,NSE:MOBIKWIK
INE570L01029,SAILIFE,Sai Life Sciences Limited,NSE:SAILIFE
INE01EA01019,VMM,Vishal Mega Mart Limited,NSE:VMM
INE168C01013,HILLTONE,Hilltone Software and Gases Lt,NSE:HILLTONE
INE115Q01022,IKS,INVENTURUS KNOWLEDGE SOLUTIONS,NSE:IKS
INE00GK01023,YASHHV,Yash Highvoltage Limited,NSE:YASHHV
INE0Q9301021,IGIL,International Gemmological Ins,NSE:IGIL
INE0LB101011,NACDAC,NACDAC Infrastructure Limited,NSE:NACDAC
INE0JPD01013,SANATHAN,Sanathan Textiles Limited,NSE:SANATHAN
INE037Z01029,CEWATER,Concord Enviro Systems Limited,NSE:CEWATER
INE284H01025,DAMCAPITAL,DAM Capital Advisors Limited,NSE:DAMCAPITAL
INE454P01035,TRANSRAILL,Transrail Lighting Limited,NSE:TRANSRAILL
INE0TO701015,MAMATA,MAMATA MACHINERY LIMITED,NSE:MAMATA
INE0RB801010,SENORES,SENORES PHARMACEUTICALS LIMITE,NSE:SENORES
INE0V7W01012,CARRARO,CARRARO INDIA LIMITED,NSE:CARRARO
INE781S01027,VENTIVE,Ventive Hospitality Limited,NSE:VENTIVE
INE0U3I01011,UNIMECH,Unimech Aerospace and Manufact,NSE:UNIMECH
INF769K01NS5,CONSUMER,Mirae Asset Mutual Fund,NSE:CONSUMER
INE379A01028,ITCHOTELS,ITC Hotels Limited,NSE:ITCHOTELS
INF754K01TX4,ECAPINSURE,Edelweiss Mutual Fund,NSE:ECAPINSURE
INE622H01018,INDOFARM,INDO FARM EQUIPMENT LIMITED,NSE:INDOFARM
INE0RH001011,VANDU,LEO DRYFRUITS & SPICES TRADING,NSE:VANDU
INE0QQJ01021,PARMESHWAR,PARMESHWAR METAL LIMITED,NSE:PARMESHWAR
INE0Q2L01013,DAVIN,Davin Sons Retail Limited,NSE:DAVIN
INE0HSD01011,FABCLEAN,FABTECH TECHNOLOGIES CLEANROOM,NSE:FABCLEAN
INE0M4D01010,SGLTL,STANDARD GLASS LINING TECHNOLO,NSE:SGLTL
INE0FK501019,INDOBELL,Indobell Insulations Limited,NSE:INDOBELL
INE00ST01011,BRGIL,B.R.GOYAL INFRASTRUCTURE LIMIT,NSE:BRGIL
INE0LRY01011,QUADFUTURE,Quadrant Future Tek Limited,NSE:QUADFUTURE
INE0NQ401016,AVAX,Avax Apparels and Ornaments Li,NSE:AVAX
INE0Z8Z23013,CAPINVIT,Capital Infra Trust,NSE:CAPINVIT
INE0WO601020,LAXMIDENTL,Laxmi Dental Limited,NSE:LAXMIDENTL
INE0CFH01028,RIKHAV,Rikhav Securities Limited,NSE:RIKHAV
INE12QA01010,LICL,LANDMARK IMMIGRATION CONSULTAN,NSE:LICL
INE0RYC01010,STALLION,Stallion India Fluorochemicals,NSE:STALLION
INE0WXM01011,CNINFOTECH,CAPITALNUMBERS INFOTECH  LIMIT,NSE:CNINFOTECH
INE526E01018,SHRIPISTON,SHRIRAM PISTONS & RINGS LTD,NSE:SHRIPISTON
INE0R4L01018,DENTA,Denta Water and Infra Solution,NSE:DENTA
INE0AK901016,RRECL,RDB Real Estate Constructions,NSE:RRECL
INE0WDX01010,CLN,CLN ENERGY LIMITED,NSE:CLN
INE0RWU01016,GBLOGISTIC,GB Logistics Commerce Limited,NSE:GBLOGISTIC
INE0DZD01015,HMEML,H.M. ELECTRO MECH LIMITED,NSE:HMEML
INE943P01029,AGARWALEYE,Dr. Agarwal's Health Care Limi,NSE:AGARWALEYE
INE0YON01014,MALPANI,MALPANI PIPES AND FITTINGS LIM,NSE:MALPANI
INF740KA1VE5,NEXT30ADD,DSP Mutual Fund,NSE:NEXT30ADD
INE0U2L01017,AMWILL,Amwill Health Care Limited,NSE:AMWILL
INE0W0H01017,SOLARIUM,SOLARIUM GREEN ENERGY LIMITED,NSE:SOLARIUM
INE03CC01015,JUBLCPL,Jubilant Agri and Consumer Pro,NSE:JUBLCPL
INE274Y01021,AJAXENGG,AJAX Engineering Limited,NSE:AJAXENGG
INE0R8101016,COVANCE,COVANCE SOFTSOL LIMITED,NSE:COVANCE
INE093A01041,HEXT,Hexaware Technologies Limited,NSE:HEXT
INF582M01KS4,UNIONGOLD,UNION MUTUAL FUND,NSE:UNIONGOLD
INE0O9T01021,BAJAJINDEF,Indef Manufacturing Limited,NSE:BAJAJINDEF
INE0TD301017,SHANMUGA,SHANMUGA HOSPITAL LIMITED,NSE:SHANMUGA
INE0FFF01017,LKMEHTA,L.K.MEHTA POLYMERS LIMITED,NSE:LKMEHTA
INE0SII01026,QPOWER,QUALITY POWER ELECTRICAL EQUIP,NSE:QPOWER
INE0TIR01017,SWASTH,Swasth Foodtech India Limited,NSE:SWASTH
INE13VU01016,BEEZAASAN,Beezaasan Explotech Limited,NSE:BEEZAASAN
INE0VYX01018,NUKLEUS,NUKLEUS OFFICE SOLUTIONS LIMIT,NSE:NUKLEUS
INE0NR501012,VIKRAMAR,VIKRAM AROMA LIMITED,NSE:VIKRAMAR
INE0RXS01018,SHREENATH,SHREENATH PAPER PRODUCTS LIMIT,NSE:SHREENATH
INE0VNH01014,NAPSGLOBAL,NAPS Global India Limited,NSE:NAPSGLOBAL
INF579M01BB5,GOLD360,360 ONE Mutual Fund,NSE:GOLD360
INF769K01ON4,SELECTIPO,Mirae Asset Mutual Fund,NSE:SELECTIPO
INF769K01OA1,EQUAL200,Mirae Asset Mutual Fund,NSE:EQUAL200
INE0I0M01023,PRABHA,Prabha Energy Limited,NSE:PRABHA
INE16IQ01014,SUPERIRON,Super Iron Foundry Limited,NSE:SUPERIRON
INF846KA1119,AXISVALUE,Axis Mutual Fund,NSE:AXISVALUE
INE0SMW01011,PPARIVAH,PARADEEP PARIVAHAN LIMITED,NSE:PPARIVAH
INF0R8F01091,SILVERCASE,Zerodha Mutual Fund,NSE:SILVERCASE
INF200KB1712,SBIBPB,SBI Mutual Fund,NSE:SBIBPB
INE01EO01010,SPECTRUM,Spectrum Electrical Industries,NSE:SPECTRUM
INE0TGG01014,DESCO,Desco Infratech Limited,NSE:DESCO
INE0PA401012,IDENTIXWEB,Identixweb Limited,NSE:IDENTIXWEB
INF579M01BC3,SILVER360,360 ONE Mutual Fund,NSE:SILVER360
INE1NPP01017,ENRIN,Siemens Energy India Limited,NSE:ENRIN
INE0KWJ01014,RETAGGIO,Retaggio Industries Limited,NSE:RETAGGIO
INE10XX01012,SPINAROO,SPINAROO COMMERCIAL LIMITED,NSE:SPINAROO
INE12IB01015,INFONATIVE,INFONATIVE SOLUTIONS LIMITED,NSE:INFONATIVE
INF109K1A153,EVIETF,ICICI Prudential Mutual Fund,NSE:EVIETF
INE0FFK01017,NPST,Network People Services Techno,NSE:NPST
INE0LEZ01016,ATHERENERG,Ather Energy Limited,NSE:ATHERENERG
INE0AOG01018,KENRIK,Kenrik Industries Limited,NSE:KENRIK
INE0RJ901010,SRIGEE,SRIGEE DLM LIMITED,NSE:SRIGEE
INE0MV001018,MANOJJEWEL,Manoj Jewellers Limited,NSE:MANOJJEWEL
INF769K01OO2,EQUAL50,Mirae Asset Mutual Fund,NSE:EQUAL50
INE039O01029,JASH,JASH ENGINEERING LIMITED,NSE:JASH
INE14LE01019,ABLBL,Aditya Birla Lifestyle Brands,NSE:ABLBL
INE16SF01016,BORANA,BORANA WEAVES LIMITED,NSE:BORANA
INE894V01022,BELRISE,BELRISE INDUSTRIES LIMITED,NSE:BELRISE
INE1ABX01018,UNIFIED,UNIFIED DATA TECH SOLUTIONS LI,NSE:UNIFIED
INE0INX01018,AEGISVOPAK,AEGIS VOPAK TERMINALS LIMITED,NSE:AEGISVOPAK
INE0AQ201015,THELEELA,Schloss Bangalore Limited,NSE:THELEELA
INE0TG901011,ASTONEALAB,ASTONEA LABS LIMITED,NSE:ASTONEALAB
INE0BX301013,PROSTARM,PROSTARM INFO SYSTEMS LIMITED,NSE:PROSTARM
INE090501011,SCODATUBES,Scoda Tubes Limited,NSE:SCODATUBES
INE0TE101010,3BFILMS,3B FILMS LIMITED,NSE:3BFILMS
INE0U4701011,DIGITIDE,Digitide Solutions Limited,NSE:DIGITIDE
INE0U4101014,BLUSPRING,Bluspring Enterprises Limited,NSE:BLUSPRING
INF204KC1EZ3,SNXT30BEES,Nippon India Mutual Fund,NSE:SNXT30BEES
INE0GGO01015,KRISHIVAL,KRISHIVAL FOODS LIMITED,NSE:KRISHIVAL
INE0XCV01014,ATENPAPERS,Aten Papers & Foam Limited,NSE:ATENPAPERS
INE0BYP01024,OSWALPUMPS,Oswal Pumps Limited,NSE:OSWALPUMPS
INF346A01034,SENSEXIETF,ICICI Prudential BSE Sensex ET,NSE:SENSEXIETF
IN9623B01058,FELDVR,Future Enterprises Limited,NSE:FELDVR
IN9175A01010,JISLDVREQS,JAIN IRRIGATION SYSTEMS LTD.,NSE:JISLDVREQS
INE224E01036,GATECHDVR,GACM Technologies Limited - DV,NSE:GATECHDVR
INE036D01028,KARURVYSYA,KARUR VYSYA BANK LTD.,NSE:KARURVYSYA
INE484C01030,VEEDOL,VEEDOL CORPORATION LIMITED,NSE:VEEDOL
INE098F01031,AMRUTANJAN,AMRUTANJAN HEALTH CARE LTD.,NSE:AMRUTANJAN
INE445C01015,XPROINDIA,XPRO INDIA LTD.,NSE:XPROINDIA
INE598C01011,HISARMETAL,HISAR METAL INDUSTRIES LTD.,NSE:HISARMETAL
INE838B01013,BHARATRAS,BHARAT RASAYAN LTD.,NSE:BHARATRAS
INE188A01015,FACT,FERTILIZERS & CHEMICALS TRAVAN,NSE:FACT
INE424C01010,GINNIFILA,GINNI FILAMENTS LTD.,NSE:GINNIFILA
INE147A01011,SPIC,SOUTHERN PETROCHEMICALS LTD.,NSE:SPIC
INE244A01016,DENORA,DE NORA INDIA LTD.,NSE:DENORA
INE641C01019,KAVDEFENCE,Kavveri Defence &amp; Wireless,NSE:KAVDEFENCE
INE667G01023,SAKSOFT,SAKSOFT LTD.,NSE:SAKSOFT
INE217G01035,EQUIPPP,EQUIPPP SOCIAL IMPACT TECHNOLO,NSE:EQUIPPP
INE715B01021,ANDHRSUGAR,ANDHRA SUGARS LTD.,NSE:ANDHRSUGAR
INE547E01014,IMPAL,INDIA MOTOR PARTS & ACCESSORIE,NSE:IMPAL
INE805C01028,KCP,K.C.P.LTD.,NSE:KCP
INE731C01018,KHAITANLTD,KHAITAN (INDIA) LTD.,NSE:KHAITANLTD
INE874F01027,RADAAN,RADAAN MEDIAWORKS (I) LTD.,NSE:RADAAN
INE660A01013,SUNDARMFIN,SUNDARAM FINANCE LTD.,NSE:SUNDARMFIN
INE073D01013,SUNDRMBRAK,SUNDARAM BRAKE LININGS LTD.,NSE:SUNDRMBRAK
INE715A01015,WHEELS,WHEELS INDIA LTD.,NSE:WHEELS
INE112F01022,LAMBODHARA,LAMBODHARA TEXTILES LTD.,NSE:LAMBODHARA
INE683C01011,MAITHANALL,MAITHAN ALLOYS LTD.,NSE:MAITHANALL
INE725E01024,ORISSAMINE,ORISSA MINERALS DEVELOPMENT CO,NSE:ORISSAMINE
INF204KB17I5,GOLDBEES,NIPPON INDIA ETF GOLD BEES,NSE:GOLDBEES
INF732E01037,LIQUIDBEES,NIPPON INDIA ETF LIQUID BEES,NSE:LIQUIDBEES
INF174KA1HJ8,GOLD1,KOTAK MAHINDRA MUTUAL FUND - K,NSE:GOLD1
INF200KA16D8,SETFGOLD,SBI MUTUAL FUND - SBI GOLD EXC,NSE:SETFGOLD
INF082J01408,QGOLDHALF,QUANTUM GOLD FUND - EXCHANGE T,NSE:QGOLDHALF
INF789F1AUX7,GOLDSHARE,UTI MUTUAL FUND - UTI GOLD EXC,NSE:GOLDSHARE
INF204KB14I2,NIFTYBEES,NIPPON INDIA ETF NIFTY BEES,NSE:NIFTYBEES
INF732E01045,JUNIORBEES,NIPPON INDIA ETF JUNIOR BEES,NSE:JUNIORBEES
INF204KB15I9,BANKBEES,NIPPON INDIA ETF BANK BEES,NSE:BANKBEES
INF373I01023,PSUBANK,KOTAK MAHINDRA MUTUAL FUND - K,NSE:PSUBANK
INF204KB16I7,PSUBNKBEES,NIPPON INDIA ETF PSU BANK BEES,NSE:PSUBNKBEES
INF732E01128,SHARIABEES,NIPPON INDIA ETF SHARIAH BEES,NSE:SHARIABEES
INF082J01028,QNIFTY,Quantum Nifty 50 ETF,NSE:QNIFTY
INF204KB19I1,HNGSNGBEES,NIPPON INDIA ETF HANG SENG BEE,NSE:HNGSNGBEES
INF247L01536,MOM50,MOTILAL OSWAL MUTUAL FUND,NSE:MOM50
INE414A01015,MADRASFERT,Madras Fertilizer Limited,NSE:MADRASFERT
INF174K01F59,BANKNIFTY1,Kotak Mahindra Mutual Fund - P,NSE:BANKNIFTY1
INF200KA1580,SETFNIFBK,SBI Mutual Fund-Permitted,NSE:SETFNIFBK
INF200KA1FS1,SETFNIF50,SBI Mutual Fund-Permitted,NSE:SETFNIF50
INE273A20023,APLAB-RE1,Aplab Ltd.,NSE:APLAB-RE1
INE229N20028,MARKOB-RE1,MARKOBENZ VENTURES LIMITED,NSE:MARKOB-RE1
INE789R20022,FRANKI-RE1,Franklin Industries Limited,NSE:FRANKI-RE1
INE900A20013,BHARAT-RE,BHARAT BHUSHAN FINANCE & COMMO,NSE:BHARAT-RE
INE706F20013,SYLPH-RE,Sylph Technologies Ltd,NSE:SYLPH-RE
INE04TZ20018,ETHOS-RE,ETHOS LIMITED,NSE:ETHOS-RE
